FakeName,FakeCompany,FakePosition,FakeEmail,Size,w1,w2,penalty
Alexis Bond,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Holly Castro,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Cody Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Samantha Thompson,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Allison Baldwin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Scott Campos,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Thomas Hicks,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kristy Yoder,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Justin Reyes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Justin Clark,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kenneth Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Victoria Tyler,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
James Weber,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Vanessa Waters,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Reynolds,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jacqueline Bridges,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Chloe Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Vanessa Fleming,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kenneth Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Melissa Perez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Alexis Kelly,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cassidy Manning,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tina Cooper,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Vicki Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeffrey Durham,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Carlos Lopez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Samuel Robinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Hannah Grimes,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mark Armstrong,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Molly Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Mitchell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brent Chaney,Chavez PLC,Radio producer,jennifer93@wade.com,"501-1,000 employees",0.0,1.0,1.0
Vincent Willis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robin Long,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Joshua Fowler,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeff Dillon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Chan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jessica Walker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Nicholas Harris,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Scott Frazier,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gabriel Carroll,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Gerald Lewis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Julie Brandt,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Brandon Dorsey,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cody Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brandi Bright,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brian Meza,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Hughes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ryan Hanson,Chavez PLC,Radio producer,jennifer93@wade.com,201-500 employees,0.0,1.0,1.0
Samantha White,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sarah Harris,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrew Padilla,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patrick Green,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brittany Cole,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
George Skinner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Karen Sullivan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Raymond Smith,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Gina Walker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melinda Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brittany Wilkinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mrs. Jennifer Christensen,Chavez PLC,Radio producer,jennifer93@wade.com,201-500 employees,0.0,1.0,1.0
Meghan Jackson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rodney Collins,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Troy Ramos,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Connor Perez,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employyees,0.0,1.0,1.0
Samantha Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Diane Trujillo,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Dawn Payne,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Jeremy Russell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cynthia Davenport,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Mrs. Jennifer Greene,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Kathy Cooper,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Fuller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tammy Wood,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christina Woods,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kevin Chandler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
James Watson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Adam Welch,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rodney Owen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Thomas Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Angela Lopez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Edward Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jade Whitehead,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Williams,Chavez PLC,Radio producer,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Richard Noble,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Bryan Price,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Burke,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brandon Gomez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shannon Hendrix,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Traci Simmons,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tammy Cruz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Vickie Ramos,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Randall,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Robinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Donald Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tracy Morrison,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mrs. Courtney Webb,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Sandoval,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Matthew Booker,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Charles Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Alejandro Moore,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
April Soto,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Bryan Ibarra,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ashley Burton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Natalie Burke,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Mary Holloway,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Barbara Horton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cassie Bowman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Courtney Cantu,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Catherine Scott,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Megan Hall,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Emily Welch,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robert Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cynthia Moreno,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ruth Fisher,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brett Collins,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Veronica Warner,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Martin Jones,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Garcia,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Daniel Silva,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 Employees,0.0,1.0,1.0
Stephanie Adams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Susan Gibson,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,0.0,0.0
Megan Bell,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Nathan Fernandez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Margaret Weaver,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stephen Parker,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mr. Colin Salazar,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Rodriguez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tiffany Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Catherine Roach,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jessica Yu,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rickey Valencia,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Bryan Ramirez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Dr. Brett Chan,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employyees,0.0,1.0,1.0
Megan Ashley,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Emily Good,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jerry Gross,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Vaughn,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ryan Kelly,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rhonda Warner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shannon Avery MD,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ernest Webb,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Rachel Wong,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Oconnor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Eric Knight,Chavez PLC,Radio producer,jennifer93@wade.com,201-500 Employees,0.0,1.0,1.0
Katrina Calderon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Donna Bond,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mr. Carlos Holt,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrew Sanders,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jodi Farmer,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Bruce Watson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Francisco King,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jill Klein,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Walton,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Sandra Singleton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amanda Allen DDS,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gina Shaffer,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Timothy Fuller,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Richard Ford,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Odonnell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Desiree Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cheryl Russo,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Linda Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Debra Lewis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Julie Ingram,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Kara Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kenneth Jensen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joshua Jones,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lori Peterson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joe Carter,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Melissa Dawson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lonnie Daniels,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Brian Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jessica Adams,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Colton Harris,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
George Dorsey,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Yolanda Jennings,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kathleen Sellers,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Amber Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patrick Duarte,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
David Thompson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Amanda Fitzgerald,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Walter Walters,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Edward Black,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Angela Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Madison Moore,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Marcus King,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brittany Campbell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Antonio Rush,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Jeremy Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Nicole Hall,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Courtney Carr,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kevin Obrien,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Victoria Hunter,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Collins,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Shawn Nelson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jim Silva,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Angela Holmes,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Heather Cox,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
James Deleon,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jamie Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Lisa Clark,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Kevin Shelton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Strickland,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tony Butler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Eugene Murray,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Samuel Lopez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jason Schultz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Candace Anderson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Calderon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cody Walker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Carol Wiley,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Sandra Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Troy Mooney,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Bridget Holland DDS,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Zimmerman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Edward Andrews,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
William Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Donna Spears,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kevin Potts,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Fritz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Emily Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Higgins,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Angela Blankenship,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Alexandria Evans,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cynthia Campbell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Marvin Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mary Gallagher,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gregory Lawson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Cook,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Eric Erickson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Chad Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Danielle Johns,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
David Torres,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Ronald Joyce,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lisa Sullivan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
George Alvarez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Anthony Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kimberly Carter,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Barry,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Cody Carr,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joshua Brown,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Karen Wallace,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kelly Phillips,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Levine,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Mr. Mario Avila,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Keith Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Laura Nelson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Maria Robinson DDS,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Susan Freeman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tracy Jones,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Christina Garcia,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Angela Mills,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Matthew Jenkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michele Gallagher,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Stephen Campbell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Sabrina Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shirley Jacobs,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Gardner,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Antonio Simmons,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Natasha White,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Gabriel Wilson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Greg Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Luis Woods,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Perry,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joshua Bird,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Clark,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Matthew Howard,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Robert Wall,Chavez PLC,Radio producer,jennifer93@wade.com,"5,001-10,000 employees",0.0,1.0,1.0
Benjamin Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Novak,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Bryant,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Joseph Brennan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Eric Bryan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kevin Perez IV,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
James Gibson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Barbara Castro,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Henry,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dylan Washington,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michelle Estrada,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brad Reed,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Christine Crane,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Alicia Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,"501-1,000 employees",0.0,1.0,1.0
Deanna Mosley,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Freeman,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kelly Williams,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Valerie Martinez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
